,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
746,Beate Heister & Karl Albrecht Jr.,Albrecht Jr.,beate-heister-karl-albrecht-jr,no-pic,0.0,,supermarkets,Fashion & Retail,,Germany,1639104902515,,,43230.333,31.0,31.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,23.0,23.0,33300.0,,,,
747,David Thomson,Thomson,david-thomson,david-thomson,-495.218,64.0,media,Media & Entertainment,M,Canada,1639104902515,,,53009.45,26.0,26.0,https://specials-images.forbesimg.com/imageserve/5a7ba72aa7ea43169012f1b4/416x416.jpg?background=000000&cropX1=1065&cropX2=3315&cropY1=60&cropY2=2310,24.0,24.0,31600.0,"Chairman, Thomson Reuters Corporation",False,,
748,Phil Knight,Knight,phil-knight,phil-knight,-666.053,83.0,Nike,Fashion & Retail,M,United States,1639104902515,OR,Oregon,61344.035,21.0,21.0,//specials-images.forbesimg.com/imageserve/5a8d930431358e4955adf1bb/416x416.jpg?background=000000&cropX1=1457&cropX2=2405&cropY1=17&cropY2=966,25.0,25.0,29500.0,"Chairman, Nike",False,,
749,Lee Shau Kee,Lee,lee-shau-kee,lee-shau-kee,293.845,93.0,real estate,Real Estate,M,Hong Kong,1639104902515,,,31708.632,43.0,43.0,https://specials-images.forbesimg.com/imageserve/605e29dee450fb635e9d9140/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,26.0,26.0,28100.0,,,,
750,François Pinault,Pinault,francois-pinault,francois-pinault,-533.224,85.0,luxury goods,Fashion & Retail,M,France,1639104902515,,,51593.135,29.0,29.0,//specials-images.forbesimg.com/imageserve/5f1eeca8e77f92a058fb1a81/416x416.jpg?background=000000&cropX1=1806&cropX2=3901&cropY1=36&cropY2=2133,27.0,27.0,27000.0,,,,
751,Sheldon Adelson,Adelson,sheldon-adelson,sheldon-adelson,,88.0,casinos,Gambling & Casinos,M,United States,1610514463768,NV,Nevada,,,,//specials-images.forbesimg.com/imageserve/5d8bd5c218444200084e8854/416x416.jpg?background=000000&cropX1=692&cropX2=4407&cropY1=0&cropY2=3712,28.0,28.0,26800.0,"Chairman and CEO, Las Vegas Sands Corp.",False,,
752,Jacqueline Mars,Mars,jacqueline-mars,jacqueline-mars,0.0,82.0,"candy, pet food",Food & Beverage,F,United States,1639104902515,VA,Virginia,31562.485,44.0,44.0,//specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropX1=147&cropX2=1649&cropY1=377&cropY2=1879,29.0,29.0,24700.0,,,,
753,John Mars,Mars,john-mars,no-pic,0.0,86.0,"candy, pet food",Food & Beverage,M,United States,1639104902515,WY,Wyoming,31562.485,44.0,45.0,//specials-images.forbesimg.com/imageserve/5ba41e08a7ea434e4c6948eb/416x416.jpg?background=000000&cropX1=53&cropX2=1401&cropY1=9&cropY2=1357,30.0,29.0,24700.0,,,,
754,Elon Musk,Musk,elon-musk,elon-musk,-15076.069,50.0,"Tesla, SpaceX",Automotive,M,United States,1639104902515,CA,California,263294.785,1.0,1.0,https://specials-images.forbesimg.com/imageserve/5f47d4de7637290765bce495/416x416.jpg?background=000000&cropX1=1699&cropX2=3845&cropY1=559&cropY2=2704,31.0,31.0,24600.0,"CEO and Chairman, Tesla",False,,
755,Giovanni Ferrero,Ferrero,giovanni-ferrero,no-pic,0.0,57.0,"Nutella, chocolates",Food & Beverage,M,Italy,1639104902515,,,33513.781,38.0,38.0,https://specials-images.forbesimg.com/imageserve/5b11bc5ca7ea436b547f29cb/416x416.jpg?background=000000&cropX1=622&cropX2=1844&cropY1=361&cropY2=1582,32.0,32.0,24500.0,,,,
756,Michael Dell,Dell,michael-dell,michael-dell,-626.688,56.0,Dell computers,Technology,M,United States,1639104902515,TX,Texas,57591.137,25.0,25.0,https://specials-images.forbesimg.com/imageserve/615c93f9da61f2ff5b9ecf9b/416x416.jpg?background=000000&cropX1=0&cropX2=1678&cropY1=118&cropY2=1797,33.0,33.0,22900.0,"Chairman and CEO, Dell Inc.",False,,
757,Hui Ka Yan,Hui,hui-ka-yan,hui-ka-yan,11.493,63.0,real estate,Real Estate,M,China,1639104902515,,,9107.386,275.0,275.0,//specials-images.forbesimg.com/imageserve/5e75457107adf00006dbbf79/416x416.jpg?background=000000&cropX1=124&cropX2=1788&cropY1=564&cropY2=2229,34.0,34.0,21800.0,"Chairman, China Evergrande Group",False,,
758,Li Ka-shing,Li,li-ka-shing,li-ka-shing,-83.255,93.0,diversified,Diversified,M,Hong Kong,1639104902515,,,29642.782,51.0,51.0,https://specials-images.forbesimg.com/imageserve/60351d9a688e1407617b2595/416x416.jpg?background=000000&cropX1=1341&cropX2=2035&cropY1=411&cropY2=1105,35.0,35.0,21700.0,"Senior Advisor, CK Hutchison Holdings",False,,
759,He Xiangjian,He,he-xiangjian,he-xiangjian,640.812,79.0,home appliances,Manufacturing,M,China,1639104902515,,,32947.523,39.0,39.0,https://specials-images.forbesimg.com/imageserve/5f88aa3c6e0f7a6ca036fc64/416x416.jpg?background=000000&cropX1=1462&cropX2=2567&cropY1=1200&cropY2=2305,36.0,36.0,21600.0,"Founder, Midea Group Co. Ltd.",False,,
760,Jim Simons,Simons,jim-simons,no-pic,0.0,83.0,hedge funds,Finance & Investments,M,United States,1639104902515,NY,New York,24400.0,71.0,71.0,//specials-images.forbesimg.com/imageserve/5d8bd8326de3150009a51efb/416x416.jpg?background=000000&cropX1=1332&cropX2=2541&cropY1=0&cropY2=1208,37.0,36.0,21600.0,"Founder, Renaissance Technologies Corp.",False,1600.0,
761,Yang Huiyan,Yang,yang-huiyan,yang-huiyan,738.976,40.0,real estate,Real Estate,F,China,1639104902515,,,25853.465,64.0,64.0,//specials-images.forbesimg.com/imageserve/5a0b1b83a7ea436b47b558ba/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=3&cropY2=602,38.0,38.0,20300.0,Country Garden Holdings,False,,
762,Joseph Safra,Safra,joseph-safra,joseph-safra,,83.0,banking,Finance & Investments,M,Brazil,1616593993590,,,,,,//specials-images.forbesimg.com/imageserve/5e742e6510380d0006bdac8c/416x416.jpg?background=000000&cropX1=242&cropX2=1063&cropY1=6&cropY2=827,39.0,39.0,19900.0,,,,
763,Dieter Schwarz,Schwarz,dieter-schwarz,no-pic,0.0,82.0,retail,Fashion & Retail,M,Germany,1639104902515,,,29988.733,48.0,48.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,40.0,40.0,19800.0,,,,
764,Vladimir Potanin,Potanin,vladimir-potanin,vladimir-potanin,87.667,60.0,metals,Metals & Mining,M,Russia,1639104902515,,,26901.664,59.0,59.0,//specials-images.forbesimg.com/imageserve/5e87ae86582b5d00068ce78c/416x416.jpg?background=000000&cropX1=1187&cropX2=4259&cropY1=272&cropY2=3347,41.0,41.0,19700.0,,,,
765,Tadashi Yanai,Yanai,tadashi-yanai,tadashi-yanai,-37.512,72.0,fashion retail,Fashion & Retail,M,Japan,1639104902515,,,30576.159,46.0,46.0,https://specials-images.forbesimg.com/imageserve/605e406426ae85acfc9d9140/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,42.0,41.0,19700.0,,,,
766,Qin Yinglin,Qin,qin-yinglin,qin-yinglin,-42.829,56.0,pig breeding,Food & Beverage,M,China,1639104902515,,,23437.95,75.0,75.0,//specials-images.forbesimg.com/imageserve/a3722ff48b63420aa857d7c876d5c521/416x416.jpg?background=000000&cropX1=18&cropX2=744&cropY1=34&cropY2=761,43.0,43.0,18500.0,,,,
767,Lukas Walton,Walton,lukas-walton,no-pic,91.469,35.0,Walmart,Fashion & Retail,M,United States,1639104902515,WY,Wyoming,16286.763,124.0,124.0,//specials-images.forbesimg.com/imageserve/5d89f3c36de3150009a4e5bd/416x416.jpg?background=000000&cropX1=122&cropX2=576&cropY1=26&cropY2=480,44.0,44.0,18400.0,,,,
768,Vladimir Lisin,Lisin,vladimir-lisin,vladimir-lisin,287.617,65.0,"steel, transport",Metals & Mining,M,Russia,1639104902515,,,26306.191,61.0,61.0,//specials-images.forbesimg.com/imageserve/5e77914ec7b02d000666d900/416x416.jpg?background=000000&cropX1=825&cropX2=3235&cropY1=50&cropY2=2459,45.0,45.0,18100.0,,,,
769,Ray Dalio,Dalio,ray-dalio,ray-dalio,0.0,72.0,hedge funds,Finance & Investments,M,United States,1639104902515,CT,Connecticut,19965.0,96.0,96.0,https://specials-images.forbesimg.com/imageserve/5ac959f74bbe6f2310f1e05c/416x416.jpg?background=000000&cropX1=657&cropX2=3206&cropY1=80&cropY2=2627,46.0,46.0,18000.0,"Founder & Co-Chief Investment Officer, Bridgewater Associates",False,1000.0,
770,Takemitsu Takizaki,Takizaki,takemitsu-takizaki,takemitsu-takizaki,9.073,76.0,sensors,Manufacturing,M,Japan,1639104902515,,,34313.544,36.0,36.0,//specials-images.forbesimg.com/imageserve/5eaa4141ed706b0007e62bd7/416x416.jpg?background=000000&cropX1=1310&cropX2=2754&cropY1=224&cropY2=1667,47.0,47.0,17400.0,,,,
771,Leonid Mikhelson,Mikhelson,leonid-mikhelson,leonid-mikhelson,47.519,66.0,"gas, chemicals",Energy,M,Russia,1639104902515,,,28022.454,58.0,58.0,https://specials-images.forbesimg.com/imageserve/5e777fc5c7b02d000666d80e/416x416.jpg?background=000000&cropX1=386&cropX2=1680&cropY1=209&cropY2=1503,48.0,48.0,17100.0,,,,
772,Alain Wertheimer,Wertheimer,alain-wertheimer,alain-wertheimer,0.0,73.0,Chanel,Fashion & Retail,M,France,1639104902515,NY,New York,31774.889,41.0,41.0,https://specials-images.forbesimg.com/imageserve/6038217dfcc7547219c6da2b/416x416.jpg?background=000000&cropX1=91&cropX2=1460&cropY1=172&cropY2=1541,49.0,48.0,17100.0,,,,
773,Gerard Wertheimer,Wertheimer,gerard-wertheimer-1,gerard-wertheimer-1,0.0,70.0,Chanel,Fashion & Retail,M,France,1639104902515,NY,New York,31774.889,41.0,42.0,//specials-images.forbesimg.com/imageserve/5e759fd2c7b02d000666c44e/416x416.jpg?background=000000&cropX1=39&cropX2=1396&cropY1=18&cropY2=1375,50.0,48.0,17100.0,,,,
774,"Theo Albrecht, Jr.",Albrecht,theo-albrecht-jr,no-pic,0.0,70.0,"Aldi, Trader Joe's",Fashion & Retail,M,Germany,1639104902515,,,21134.075,90.0,90.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,51.0,51.0,17000.0,,,,
775,Len Blavatnik,Blavatnik,len-blavatnik,len-blavatnik,-1082.48,64.0,diversified,Diversified,M,United States,1639104902515,,,37384.43,33.0,33.0,//specials-images.forbesimg.com/imageserve/5c745d7b4bbe6f072958dac9/416x416.jpg?background=000000&cropX1=473&cropX2=2103&cropY1=123&cropY2=1753,52.0,51.0,17000.0,,,,
776,William Lei Ding,Ding,william-lei-ding,no-pic,-716.3,50.0,online games,Technology,M,China,1639104902515,,,32262.86,40.0,40.0,//specials-images.forbesimg.com/imageserve/5e790d54c7b02d000666fa67/416x416.jpg?background=000000&cropX1=571&cropX2=4018&cropY1=0&cropY2=3445,53.0,51.0,17000.0,"Founder and CEO, Netease",False,,
777,Susanne Klatten,Klatten,susanne-klatten,susanne-klatten,-136.729,59.0,"BMW, pharmaceuticals",Automotive,F,Germany,1639104902515,,,29108.55,52.0,52.0,https://specials-images.forbesimg.com/imageserve/605e281e4f49584f571c9c42/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,54.0,54.0,16800.0,,,,
778,Alexey Mordashov,Mordashov & family,alexey-mordashov-family,no-pic,-25.756,56.0,"steel, investments",Metals & Mining,M,Russia,1639104902515,,,30400.041,47.0,47.0,//specials-images.forbesimg.com/imageserve/5e87b07fbf94c200067fcf57/416x416.jpg?background=000000&cropX1=1002&cropX2=4157&cropY1=163&cropY2=3318,55.0,54.0,16800.0,,,,
779,Masayoshi Son,Son,masayoshi-son,masayoshi-son,180.178,64.0,"internet, telecom",Telecom,M,Japan,1639104902515,,,25089.311,67.0,67.0,//specials-images.forbesimg.com/imageserve/5e8b632801879f000703e485/416x416.jpg?background=000000&cropX1=0&cropX2=4500&cropY1=833&cropY2=5330,56.0,56.0,16600.0,"CEO, Softbank",False,,
780,Colin Zheng Huang,Huang,colin-zheng-huang,no-pic,-88.1,41.0,e-commerce,Technology,M,China,1639104902515,,,21912.232,84.0,84.0,https://specials-images.forbesimg.com/imageserve/5e75028b10380d0006bdc142/416x416.jpg?background=000000&cropX1=834&cropX2=2330&cropY1=160&cropY2=1656,57.0,57.0,16500.0,,,,
781,Dietrich Mateschitz,Mateschitz,dietrich-mateschitz,dietrich-mateschitz,0.0,77.0,Red Bull,Food & Beverage,M,Austria,1639104902515,,,24263.987,74.0,74.0,//specials-images.forbesimg.com/imageserve/5e7419c910380d0006bdab6a/416x416.jpg?background=000000&cropX1=882&cropX2=3841&cropY1=6&cropY2=2966,58.0,57.0,16500.0,,,,
782,Joseph Lau,Lau,joseph-lau,joseph-lau,-6.059,70.0,real estate,Real Estate,M,Hong Kong,1639104902515,,,13508.935,160.0,160.0,https://specials-images.forbesimg.com/imageserve/60352281cb480c955115df75/416x416.jpg?background=000000&cropX1=59&cropX2=879&cropY1=7&cropY2=827,59.0,59.0,16400.0,,,,
783,Laurene Powell Jobs,Powell Jobs,laurene-powell-jobs,laurene-powell-jobs,-44.096,58.0,"Apple, Disney",Technology,F,United States,1639104902515,CA,California,18159.068,109.0,109.0,//specials-images.forbesimg.com/imageserve/5d8e17856c7c8f0009907ebd/416x416.jpg?background=000000&cropX1=217&cropX2=1524&cropY1=0&cropY2=1308,60.0,59.0,16400.0,"Founder and President, Emerson Collective",False,,
784,Zhang Yiming,Zhang,zhang-yiming,no-pic,0.0,37.0,software,Technology,M,China,1639104902515,,,59400.0,22.0,22.0,https://specials-images.forbesimg.com/imageserve/618e91e427fcd6441f93c0c6/416x416.jpg?background=000000&cropX1=227&cropX2=1294&cropY1=14&cropY2=1080,61.0,61.0,16200.0,,,,
785,Leonardo Del Vecchio,Del Vecchio,leonardo-del-vecchio,leonardo-del-vecchio,332.512,86.0,eyeglasses,Fashion & Retail,M,Italy,1639104902515,,,33892.496,37.0,37.0,https://specials-images.forbesimg.com/imageserve/605e2e8ca4f18e06b39d9142/416x416.jpg?background=000000&cropX1=0&cropX2=1384&cropY1=0&cropY2=1384,62.0,62.0,16100.0,,,,
786,Donald Bren,Bren,donald-bren,donald-bren,0.0,89.0,real estate,Real Estate,M,United States,1639104902515,CA,California,16200.0,126.0,126.0,//specials-images.forbesimg.com/imageserve/5d9b6d9867dd830006a2db41/416x416.jpg?background=000000&cropX1=513&cropX2=1983&cropY1=80&cropY2=1551,63.0,63.0,15500.0,"Chairman, Irvine Company",False,,
787,Stephen Schwarzman,Schwarzman,stephen-schwarzman,stephen-schwarzman,-321.173,74.0,investments,Finance & Investments,M,United States,1639104902515,NY,New York,38535.254,32.0,32.0,//specials-images.forbesimg.com/imageserve/5d89f4d318444200084e5265/416x416.jpg?background=000000&cropX1=1911&cropX2=5305&cropY1=26&cropY2=3418,64.0,64.0,15400.0,"Chairman and CEO, Blackstone Group",False,,
788,Vagit Alekperov,Alekperov,vagit-alekperov,vagit-alekperov,124.378,71.0,oil,Energy,M,Russia,1639104902515,,,26120.082,62.0,62.0,//specials-images.forbesimg.com/imageserve/5e778f84c7b02d000666d8c2/416x416.jpg?background=000000&cropX1=88&cropX2=3497&cropY1=47&cropY2=3456,65.0,65.0,15200.0,,,,
789,Lee Man Tat,Lee,lee-man-tat,lee-man-tat,,91.0,food,Food & Beverage,M,Hong Kong,1617122315717,,,,,,//specials-images.forbesimg.com/imageserve/56898008e4b0ffa7afe8a698/416x416.jpg?background=000000&cropX1=227&cropX2=547&cropY1=219&cropY2=540,66.0,65.0,15200.0,,,,
790,Wang Wei,Wang,wang-wei,wang-wei,887.931,51.0,package delivery,Service,M,China,1639104902515,,,29054.287,53.0,53.0,https://specials-images.forbesimg.com/imageserve/5dc05174b4d505000678d99e/416x416.jpg?background=000000&cropX1=879&cropX2=2088&cropY1=805&cropY2=2013,67.0,65.0,15200.0,"Chairman, SF Express",False,,
791,Petr Kellner,Kellner,petr-kellner,petr-kellner,,57.0,"finance, telecommunications",Finance & Investments,M,Czechia,1617669462550,,,,,,//specials-images.forbesimg.com/imageserve/4023ab5df9aad04f544e7dfde9031598/416x416.jpg?background=000000&cropX1=32&cropX2=723&cropY1=3&cropY2=694,68.0,68.0,14900.0,,,,
792,Rupert Murdoch,Murdoch,rupert-murdoch,rupert-murdoch,-76.887,90.0,"newspapers, TV network",Media & Entertainment,M,United States,1639104902515,NY,New York,21576.107,87.0,87.0,https://specials-images.forbesimg.com/imageserve/6067bf2f800a3f1324d4c89c/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,69.0,68.0,14900.0,"Chairman and CEO, News Corp",False,,
793,Leonard Lauder,Lauder,leonard-lauder,leonard-lauder,-23.138,84.0,Estee Lauder,Fashion & Retail,M,United States,1639104902515,NY,New York,29899.109,49.0,49.0,//specials-images.forbesimg.com/imageserve/5d8bd6eb22254b0008e17ce3/416x416.jpg?background=000000&cropX1=1114&cropX2=1980&cropY1=107&cropY2=973,70.0,70.0,14600.0,"Chairman Emeritus, The Estée Lauder Companies",False,,
794,Zhong Huijuan,Zhong,zhong-huijuan,no-pic-female,672.664,60.0,pharmaceuticals,Healthcare,F,China,1639104902515,,,9969.241,240.0,240.0,//specials-images.forbesimg.com/imageserve/5e9f5b3df0b8cf0006295fec/416x416.jpg?background=000000&cropX1=1080&cropX2=1674&cropY1=936&cropY2=1530,71.0,70.0,14600.0,,,,
795,Gennady Timchenko,Timchenko,gennady-timchenko,gennady-timchenko,46.45,69.0,"oil, gas",Energy,M,Russia,1639104902515,,,25058.313,68.0,68.0,https://specials-images.forbesimg.com/imageserve/605e42cad2d14d0d359d9140/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,72.0,72.0,14400.0,,,,
796,Thomas Peterffy,Peterffy,thomas-peterffy,thomas-peterffy,-202.387,77.0,discount brokerage,Finance & Investments,M,United States,1639104902515,FL,Florida,23178.844,77.0,77.0,//specials-images.forbesimg.com/imageserve/5d8a5c6218444200084e6532/416x416.jpg?background=000000&cropX1=466&cropX2=1132&cropY1=297&cropY2=962,73.0,73.0,14300.0,,,,
797,Klaus-Michael Kuehne,Kuehne,klaus-michael-kuehne,klaus-michael-kuehne,148.244,84.0,shipping,Logistics,M,Germany,1639104902515,,,35284.82,35.0,35.0,//specials-images.forbesimg.com/imageserve/5e762e4fc7b02d000666c89b/416x416.jpg?background=000000&cropX1=792&cropX2=4141&cropY1=0&cropY2=3347,74.0,74.0,14200.0,,,,
798,Lee Kun-hee,Lee,lee-kun-hee,lee-kun-hee,,79.0,Samsung,Diversified,M,South Korea,1603597531790,,,,,,//specials-images.forbesimg.com/imageserve/5e77b6abd8e1ae0007b7340a/416x416.jpg?background=000000&cropX1=65&cropX2=909&cropY1=57&cropY2=902,75.0,75.0,14100.0,"Chairman, Samsung Electronics Co. Ltd.",False,,
799,Wang Jianlin,Wang,wang-jianlin,wang-jianlin,80.984,67.0,real estate,Real Estate,M,China,1639104902515,,,14657.971,144.0,144.0,https://specials-images.forbesimg.com/imageserve/6067c6e88455ddb327d4c89c/416x416.jpg?background=000000&cropX1=194&cropX2=1598&cropY1=124&cropY2=1529,76.0,76.0,14000.0,"Chairman, Dalian Wanda Group",False,,
800,Steve Cohen,Cohen,steve-cohen,steve-cohen,-6.078,65.0,hedge funds,Finance & Investments,M,United States,1639104902515,CT,Connecticut,15908.286,132.0,132.0,https://specials-images.forbesimg.com/imageserve/5a8d946e4bbe6f2652f61ca6/416x416.jpg?background=000000&cropX1=703&cropX2=3292&cropY1=80&cropY2=2667,77.0,77.0,13900.0,"Founder, Point72 Asset Management",False,,
801,Radhakishan Damani,Damani,radhakishan-damani,no-pic,,66.0,"retail, investments",Fashion & Retail,M,India,1602561629891,,,,,,//specials-images.forbesimg.com/imageserve/59d3d5c431358e542c0344ae/416x416.jpg?background=000000&cropX1=765&cropX2=2549&cropY1=102&cropY2=1887,78.0,78.0,13800.0,,,,
802,Carl Icahn,Icahn,carl-icahn,carl-icahn,-131.229,85.0,investments,Finance & Investments,M,United States,1639104902515,NY,New York,15625.967,135.0,135.0,//specials-images.forbesimg.com/imageserve/5ba424d431358e5690cd9c64/416x416.jpg?background=000000&cropX1=390&cropX2=1701&cropY1=116&cropY2=1427,79.0,78.0,13800.0,"Founder, Icahn Capital Management",False,480.0,
803,R. Budi Hartono,Hartono,r-budi-hartono,r-budi-hartono,-246.876,80.0,"banking, tobacco",Finance & Investments,M,Indonesia,1639104902515,,,21221.488,89.0,89.0,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,80.0,80.0,13600.0,,,,
804,Dhanin Chearavanont,Chearavanont,dhanin-chearavanont,dhanin-chearavanont,51.965,82.0,diversified,Diversified,M,Thailand,1639104902515,,,12718.235,171.0,171.0,//specials-images.forbesimg.com/imageserve/5e8b4496ceb5d7000666fc17/416x416.jpg?background=000000&cropX1=79&cropX2=1146&cropY1=81&cropY2=1148,81.0,81.0,13500.0,,,,
805,Stefan Persson,Persson,stefan-persson,stefan-persson,-71.69,74.0,H&M,Fashion & Retail,M,Sweden,1639104902515,,,18464.44,104.0,104.0,https://specials-images.forbesimg.com/imageserve/5c721cd64bbe6f51818ab844/416x416.jpg?background=000000&cropX1=1176&cropX2=2731&cropY1=522&cropY2=2076,82.0,81.0,13500.0,"Chairman, Hennes & Mauritz Unsponsored ADR",False,,
806,Alisher Usmanov,Usmanov,alisher-usmanov,alisher-usmanov,7.376,68.0,"steel, telecom, investments",Metals & Mining,M,Russia,1639104902515,,,16970.606,118.0,118.0,https://specials-images.forbesimg.com/imageserve/607a044ee9910fe868a69505/416x416.jpg?background=000000&cropX1=183&cropX2=812&cropY1=23&cropY2=651,83.0,83.0,13400.0,"Founder, Metalloinvest",False,,
807,Eric Schmidt,Schmidt,eric-schmidt,eric-schmidt,-75.634,66.0,Google,Technology,M,United States,1639104902515,CA,California,24364.63,72.0,72.0,//specials-images.forbesimg.com/imageserve/5f4526a6f048a75b8e14e6b2/416x416.jpg?background=000000&cropX1=0&cropX2=3235&cropY1=381&cropY2=3615,84.0,84.0,13200.0,,,,
808,Gina Rinehart,Rinehart,gina-rinehart,gina-rinehart,-1.214,67.0,mining,Metals & Mining,F,Australia,1639104902515,,,22096.613,82.0,82.0,//specials-images.forbesimg.com/imageserve/5c794b404bbe6f659da9afee/416x416.jpg?background=000000&cropX1=231&cropX2=2298&cropY1=485&cropY2=2552,85.0,85.0,13100.0,"Executive Chairman, Hancock Prospecting",False,,
809,Walter P.J. Droege,Droege,walter-pj-droege,no-pic,2.793,69.0,consulting,Service,M,Germany,1639104902515,,,4019.228,796.0,796.0,//specials-images.forbesimg.com/imageserve/5c6feea8a7ea4310004324ce/416x416.jpg?background=000000&cropX1=1167&cropX2=3848&cropY1=0&cropY2=2680,86.0,86.0,13000.0,,,,
810,Mikhail Fridman,Fridman,mikhail-fridman,mikhail-fridman,10.76,57.0,"oil, banking, telecom",Energy,M,Russia,1639104902515,,,15172.989,139.0,139.0,//specials-images.forbesimg.com/imageserve/5e77806dd8e1ae0007b72d70/416x416.jpg?background=000000&cropX1=1255&cropX2=3105&cropY1=60&cropY2=1911,87.0,86.0,13000.0,,,,
811,Michael Hartono,Hartono,michael-hartono,no-pic,-237.195,82.0,"banking, tobacco",Manufacturing,M,Indonesia,1639104902515,,,20394.771,94.0,94.0,https://specials-images.forbesimg.com/imageserve/5c70b46c4bbe6f79c5473f84/416x416.jpg?background=000000&cropX1=286&cropX2=2548&cropY1=78&cropY2=2340,88.0,86.0,13000.0,,,,
812,Dietmar Hopp,Hopp,dietmar-hopp,dietmar-hopp,-179.172,81.0,software,Technology,M,Germany,1639104902515,,,6944.301,412.0,412.0,//specials-images.forbesimg.com/imageserve/5e7621d6c7b02d000666c78a/416x416.jpg?background=000000&cropX1=1529&cropX2=4122&cropY1=700&cropY2=3294,89.0,86.0,13000.0,,,,
813,Zhang Zhidong,Zhang,zhang-zhidong,zhang-zhidong,162.052,49.0,internet media,Technology,M,China,1639104902515,,,16329.381,122.0,122.0,//specials-images.forbesimg.com/imageserve/5bcf8eec31358e5b4334465b/416x416.jpg?background=000000&cropX1=249&cropX2=943&cropY1=98&cropY2=793,90.0,86.0,13000.0,"Cofounder, Tencent Holdings",False,,
814,Hinduja brothers,Hinduja,hinduja,hinduja,8.13,,diversified,Diversified,M,United Kingdom,1639104902515,,,13894.716,156.0,156.0,//specials-images.forbesimg.com/imageserve/5c7269a031358e35dd2701d6/416x416.jpg?background=000000&cropX1=771&cropX2=3428&cropY1=11&cropY2=2667,91.0,91.0,12900.0,,,,
815,Heinz Hermann Thiele,Thiele,heinz-hermann-thiele,heinz-hermann-thiele,,80.0,brakes,Construction & Engineering,M,Germany,1614125478432,,,,,,//specials-images.forbesimg.com/imageserve/5e76276b10380d0006fbad13/416x416.jpg?background=000000&cropX1=1713&cropX2=3735&cropY1=520&cropY2=2542,92.0,91.0,12900.0,,,,
816,Charlene de Carvalho-Heineken,de Carvalho-Heineken,charlene-de-carvalho-heineken,charlene-de-carvalho-heineken,109.918,67.0,Heineken,Food & Beverage,F,Netherlands,1639104902515,,,16308.986,123.0,123.0,//specials-images.forbesimg.com/imageserve/5e76fd5fd8e1ae0007b72836/416x416.jpg?background=000000&cropX1=40&cropX2=1122&cropY1=61&cropY2=1144,93.0,93.0,12800.0,,,,
817,Emmanuel Besnier,Besnier,emmanuel-besnier,emmanuel-besnier,0.0,51.0,cheese,Food & Beverage,M,France,1639104902515,,,17289.973,111.0,111.0,https://specials-images.forbesimg.com/imageserve/5e759e31c7b02d000666c445/416x416.jpg?background=000000&cropX1=283&cropX2=1696&cropY1=1002&cropY2=2414,94.0,94.0,12700.0,,,,
818,Andrey Melnichenko,Melnichenko,andrey-melnichenko,andrey-melnichenko,-1.05,49.0,"coal, fertilizers",Energy,M,Russia,1639104902515,,,25748.765,65.0,65.0,//specials-images.forbesimg.com/imageserve/5c7eb6524bbe6f42abffe4ca/416x416.jpg?background=000000&cropX1=665&cropX2=2917&cropY1=100&cropY2=2353,95.0,95.0,12500.0,,,,
819,Li Shufu,Li,li-shufu,li-shufu,336.022,58.0,automobiles,Automotive,M,China,1639104902515,,,22354.801,81.0,81.0,https://specials-images.forbesimg.com/imageserve/5bcf84b931358e5b43344465/416x416.jpg?background=000000&cropX1=1390&cropX2=2922&cropY1=440&cropY2=1970,96.0,96.0,12400.0,,,,
820,Hasso Plattner,Plattner,hasso-plattner,hasso-plattner,3.295,77.0,software,Technology,M,Germany,1639104902515,,,8564.996,303.0,303.0,//specials-images.forbesimg.com/imageserve/5e762726d8e1ae0007b71a6b/416x416.jpg?background=000000&cropX1=1757&cropX2=3583&cropY1=0&cropY2=1827,97.0,96.0,12400.0,,,,
